customer_id,customer_type,account_age_months,credit_score,monthly_income,savings_ratio,avg_balance
41,Professional,36,827,245705.7542626358,0.4155528740087189,1227267.965001786
42,SME Owner,16,674,430056.28589481,0.24154658130529452,1247633.2678998418
43,Professional,162,843,150319.21516655164,0.420938245855853,671036.3454894772
44,Saver,113,689,168951.3205073674,0.5484612851531959,802711.1836534579
45,Professional,152,495,292827.14570671663,0.248748096810286,2426149.020461564
46,High Net Worth,167,635,1005753.3715487015,0.4244924844655685,8831641.099203793
47,Professional,157,534,229370.80189978407,0.2629325113404285,433583.3206284859
48,SME Owner,159,662,396783.9982495954,0.1496940933174901,1319838.5302504718
49,SME Owner,63,684,473446.14083052217,0.1399851592875162,1328577.4995810487
50,Professional,43,718,284393.5685249196,0.2935465465147676,1033258.9784704896
51,Saver,19,884,122372.28942416189,0.43914240625032075,1172329.1307508086
52,Frequent Traveler,138,785,395580.2046945567,0.17345231317403792,827376.6421353924
53,Saver,56,532,171125.46369421837,0.4152410739087302,732111.2650930097
54,Saver,43,635,123921.59495563364,0.597011152403333,738939.3340095906
55,Student,48,511,41631.70872940928,0.029683349101358905,405160.7812691901
56,Saver,40,728,150994.88609072354,0.31796006024169615,1410734.5625643246
57,Professional,34,709,208337.89451942613,0.41286725067801616,1655836.9862545598
58,Professional,110,608,184793.72218293702,0.33692091521378864,365751.73311538977
59,Professional,113,841,232387.5214113875,0.477405796126245,1715872.0299628177
60,Professional,113,683,253721.6096801981,0.2775538923413,1013711.252553879
61,Professional,129,858,270753.1839538945,0.39817939637031163,1195799.9611778627
62,Professional,19,759,257220.40487636646,0.4262181027090925,1554001.8497155234
63,Saver,1,664,151468.24163502073,0.5024673134741283,1463868.374148351
64,Professional,120,844,256551.97652573313,0.3593406352673526,1365652.644530854
65,Professional,88,669,322728.7442128032,0.35230116101639863,2600835.5119012813
66,SME Owner,153,494,639175.7849638895,0.14186582917248147,5208101.743430699
67,Professional,103,536,210774.76996791543,0.3155103720563096,1982203.8176464413
68,Saver,84,494,101771.81629428835,0.38969776449815435,905995.700193334
69,Professional,28,574,295224.5389938192,0.4196775447065385,906755.4637586039
70,Saver,107,893,154782.95181256888,0.6512131268306551,422359.66513284843
71,Frequent Traveler,45,897,448601.0214757805,0.17436223261771316,1176150.3216619717
72,Professional,24,694,183416.3040539233,0.44522883773755534,1194854.527709533
73,Professional,44,492,286778.60136638355,0.25884816936283916,2555022.704209415
74,Saver,130,574,170904.67658391877,0.6432348684793956,1651151.151711428
75,Frequent Traveler,151,689,214777.39311383787,0.12598149966809533,643373.9694751622
76,Frequent Traveler,78,641,338187.071413811,0.18226984449742956,2600842.428504667
77,Frequent Traveler,62,880,316033.4907801081,0.11059236961871899,2607887.3506754413
78,Professional,143,766,167815.28230742778,0.28805381829808846,849305.1474838029
79,Professional,160,675,260713.52632282465,0.4484691802146399,1093074.3535188048
80,Professional,4,625,225881.40475902735,0.2290275496591496,1618903.2780581128
81,Saver,126,524,184272.1441855517,0.6134269772787196,808401.4953089935
82,Student,31,690,64389.05425221115,0.017015836636958326,205011.70464136187
83,Professional,59,457,211685.6655150891,0.24630367047342863,1535045.7152002798
84,Professional,1,611,238455.3717974162,0.4486479094278721,502573.25028800097
85,Professional,69,457,203090.04143256525,0.3218429129801597,1386343.9915442916
86,Professional,14,501,321182.24078720115,0.4033029141370512,2189543.496302176
87,Frequent Traveler,23,530,335697.319038467,0.24980685264792188,1096617.8264219232
88,Student,108,457,72512.91045696224,0.028886513804024176,528635.9629640398
89,Saver,114,767,138466.04619072686,0.5294631732868365,964662.6050272778
90,SME Owner,118,770,382491.23801085295,0.32782621998112393,2568781.098788476
91,Professional,144,591,137650.29307801,0.25988565050725104,789801.5463129974
92,Frequent Traveler,137,518,380071.5180601436,0.21200359396506893,871664.9742499833
93,Frequent Traveler,119,796,359136.05253441475,0.13708026149371827,785430.8953402016
94,Student,98,881,38856.73569043682,0.018602906574897733,365536.8870508162
95,Frequent Traveler,159,536,301806.4538681605,0.21158254215184832,2331492.0942632053
96,SME Owner,45,589,455482.8807524734,0.31555633813077566,4215198.946487397
97,SME Owner,126,769,246350.87236212552,0.1990763630144446,1406185.195370995
98,SME Owner,135,573,581060.5430255723,0.3730623834490253,1376742.4150304887
99,Professional,57,735,255444.45932797514,0.31495755387770447,1193729.19306552
100,Professional,64,585,255326.18593945348,0.32928564597273136,630457.2867008756
101,Professional,2,830,187894.12391301297,0.30923964540011367,1791497.3251621353
102,Student,6,771,60849.537857166906,0.07364349622560727,148942.28860177635
103,Professional,108,646,193112.2102685981,0.20035089488179778,1891641.610504996
104,SME Owner,61,654,285175.7801152341,0.29811219569142033,1424322.0000969928
105,Saver,162,658,81468.59224958842,0.4692149386111224,395856.8528765278
106,Professional,17,868,378446.8073287183,0.2887797001672293,2567392.268424086
107,SME Owner,26,528,444493.40860399825,0.34682142791191395,897107.4275651253
108,Frequent Traveler,76,845,335306.7631490268,0.22618327613941416,2790053.596768302
109,Professional,148,555,258201.32146449556,0.22857832701466163,674465.2050936356
110,Professional,41,561,313694.4626268026,0.3383737905993439,2612111.716180248
111,Professional,110,564,294680.7893332661,0.2970277827700156,2658395.506736528
112,Professional,99,516,302870.3367772752,0.4600075461139132,2716851.500427894
113,Saver,99,587,115848.20799899893,0.5560548148966028,237731.6277503612
114,Saver,54,835,169621.78995367646,0.6311005921840902,441613.4027921665
115,Student,157,592,44832.4734285854,0.07163616629463757,172254.32704136762
116,Saver,48,824,130345.64563259507,0.46677229613937676,406686.4345684593
117,Saver,95,640,125379.41989116168,0.3209703160912481,285075.2740430787
118,Professional,90,584,232450.03069375502,0.34228304490031014,2280041.0673694727
119,Saver,150,725,138866.8270073166,0.5672654404970041,552217.0201363787
120,SME Owner,72,637,138264.5592283547,0.1814477799595966,653061.9594764089
121,Saver,104,713,150039.89369344307,0.32058184138187534,1265630.8283465677
122,Saver,133,816,149487.41839345585,0.6269891889882662,1229513.4484326222
123,Professional,52,539,238349.3834966865,0.48578986998410867,1170780.5891994385
124,Professional,1,507,259472.61305250064,0.3207990459895805,1330150.8123623347
125,Professional,45,585,329352.9131018546,0.2570457052645203,2715751.7757744635
126,SME Owner,118,735,437441.2944998907,0.10320997741191339,3549496.893677213
127,Saver,40,558,174800.7106084976,0.5638284086428813,901984.4263670559
128,Saver,11,789,170303.25799018834,0.5487786199800585,943542.8899888246
129,Professional,126,503,217074.02655598545,0.36412074886825246,1991005.8382052835
130,SME Owner,96,631,422544.7374262382,0.14188016308676013,3456262.917191573
131,SME Owner,135,672,386047.0343915362,0.16958259755036378,2480793.6058661765
132,Professional,179,705,278517.0291474447,0.4267182848169322,1202957.481408417
133,Professional,149,829,271697.83397633414,0.4479851026699604,2430569.309179891
134,Professional,39,606,232046.8178728531,0.27643261966251403,354521.663798007
135,Saver,44,630,144604.7075510532,0.41960781014855897,704406.1074497261
136,Professional,57,671,246766.97664521192,0.24899549208613822,1403466.328505104
137,SME Owner,41,480,415795.68895287294,0.23910884964642495,2352008.9940438555
138,Frequent Traveler,39,453,389254.79164927517,0.19380596325536356,1099610.7838953815
139,Professional,148,862,183823.74718599673,0.40613238713975675,911553.0227720019
140,Saver,22,749,170764.55911785318,0.3106775689571075,1295696.8134862776
141,Saver,157,543,157913.2385055745,0.5781408573434594,933693.5660612304
142,Professional,46,832,357886.09402493964,0.3837760060455775,3342997.254788017
143,SME Owner,3,698,425538.87967426097,0.2980449473142807,1961910.1817221225
144,Professional,133,471,166992.1138447888,0.2048582627694469,1517508.5024039051
145,Professional,56,575,245418.3795019853,0.2815977442366244,1600335.6443679428
146,Professional,67,545,267286.13515338674,0.4138581949303594,2274936.29885204
147,Student,89,845,46080.74835138482,0.06445541598154023,362701.2952658047
148,SME Owner,160,479,537508.1200444403,0.17924206293878886,4643028.348548231
149,Professional,97,454,248809.0201457654,0.24184855623593512,1967942.3685287824
150,Professional,109,643,345082.95925999916,0.4464517243465941,1303154.3536060585
151,Saver,41,828,141508.4177895525,0.4485273793991632,566611.8946986421
152,Professional,29,647,286536.5593565354,0.4316319711979032,1383314.3592312296
153,Professional,103,556,254040.20875210193,0.4594536318513472,2167494.176403696
154,SME Owner,111,556,515734.6286187578,0.10550296373961815,3385881.6890224367
155,Saver,109,868,154560.67539030497,0.5688088544483582,401487.92795990215
156,Professional,11,523,242997.39314671606,0.39227492057434743,1841299.7309758905
157,High Net Worth,95,785,744000.1325759715,0.7456827200413353,6477670.339295265
158,Frequent Traveler,132,497,371830.72284886544,0.11954525706714347,3350617.047742616
159,Professional,93,884,282938.92433554196,0.2717920530752139,1962913.145296585
160,Frequent Traveler,54,527,292881.67288761085,0.26079468161289543,605819.6636292934
161,Professional,121,593,296807.9316346496,0.3269235199360244,2320728.6362373573
162,Student,2,497,58751.32554352465,0.06031298734425799,567533.0084990364
163,Student,100,872,66478.1235747241,0.020912414827354245,243422.47083967185
164,SME Owner,78,578,363682.07763797394,0.23635643478192994,2593964.895516735
165,Professional,48,830,218089.63222712625,0.33110574606223864,1962926.97113505
166,Saver,68,465,169982.7189956684,0.41641638957356664,266977.41325694835
167,Professional,44,469,218668.57062376713,0.34255969200425784,638405.8714774612
168,Professional,128,865,246334.89737927847,0.32199837171388546,1995762.245471029
169,Professional,94,835,216681.8294822498,0.27490735096793006,1580943.7223449403
170,Student,83,508,45405.077309094,0.09490379117252849,150934.9258864675
171,High Net Worth,19,700,879194.6691170217,0.40307067549517034,5346731.132326258
172,Professional,172,892,213789.38070234965,0.2049393324714559,1428493.0460390775
173,SME Owner,159,710,550220.4816567195,0.38944855279677504,1913403.1934110392
174,Professional,62,643,295540.2866007103,0.3451287989107184,1439319.3106910242
175,Student,143,690,69532.32079436285,0.07734382345386061,310687.7869352068
176,Professional,157,616,321892.06602619454,0.32458872051806825,2736906.5634288816
177,High Net Worth,67,493,899849.9996126776,0.4510714476152612,5895788.733096533
178,Professional,86,618,267433.47017080896,0.42429701261871916,1551269.334020181
179,Saver,175,801,215057.54739529555,0.5056381249842437,2129119.1643452453
180,Professional,84,826,264086.59574289626,0.3952321682873952,787963.205603258
181,Professional,125,511,139954.18431869888,0.2566588555439942,401040.99070302123
182,Professional,7,524,202631.6466928434,0.2995186792098048,1042816.8468363194
183,Saver,129,731,149852.90422290174,0.4722161080500352,478347.19473089883
184,Saver,22,500,133237.28997361803,0.34623709786598855,1198157.6206401398
185,Professional,57,544,297341.97977429384,0.35336075876538786,1764117.093633291
186,High Net Worth,94,845,929977.6715240913,0.4194877532624486,1641849.4857350057
187,Saver,125,695,174405.61946700563,0.6809749301350029,1273971.2088615466
188,Student,73,667,48337.641063327625,0.08614473961612039,400919.28020009026
189,SME Owner,27,880,203552.91703029585,0.1860825520340987,757430.3935959183
190,Professional,38,754,193827.5184533209,0.24294021012563047,1141274.6103645205
191,Professional,128,780,264724.5389524817,0.44653643859853864,2567057.2641754714
192,Saver,76,818,169783.9729473797,0.3398787558080329,524212.78330629686
193,Saver,141,663,88236.75727674612,0.6333666536447631,323596.6846733007
194,Student,97,727,33027.17018573044,0.012646281482263256,311226.2698631145
195,Professional,143,790,335088.41400232876,0.3914348913382477,3263111.941337575
196,Professional,80,813,255926.55970846498,0.48934739818025474,1206416.5484457107
197,Frequent Traveler,98,887,450942.25059196365,0.1842715372304547,2698632.7868896266
198,Saver,48,779,131117.520719819,0.4691249100720082,798133.3898654892
199,Saver,15,758,133803.04419414123,0.5628457971236049,898081.5787298084
200,Frequent Traveler,99,743,317502.6084954358,0.2975991951368554,1881126.295810257
201,Student,40,474,39043.183989075485,0.05281315436180441,238977.52407625935
202,Professional,30,702,239716.18423109018,0.2256850132533149,493185.6399622222
203,Professional,112,552,220913.86942021362,0.4617493640290398,1056007.0763644127
204,Saver,23,847,207084.42097940575,0.39241323883244245,805631.2493008854
205,Student,9,689,41570.4949541374,0.09387712561527596,323951.5350410203
206,Professional,160,484,246565.1487948519,0.4854716699471706,2280853.2369210008
207,Professional,35,522,148391.06114781418,0.3426910498581769,811935.1410542858
208,High Net Worth,49,615,1249547.7784819077,0.5387291028641286,3800988.9938968327
209,Professional,96,895,252810.76037913206,0.48871342885382074,958512.6445425258
210,Professional,173,550,106142.41639246073,0.32009711985506906,290394.43873485696
211,SME Owner,16,453,483278.31279460003,0.38775197124166305,3708607.2210574653
212,High Net Worth,32,784,1080754.4440894956,0.42025855228626163,2645972.8170646993
213,High Net Worth,25,862,930223.696392301,0.5907325377400573,3357077.04187487
214,Professional,94,651,208914.39237488923,0.38550328654119137,1428736.3754305965
215,Frequent Traveler,37,738,459916.95030218945,0.277803878651127,2415616.0157329366
216,Professional,37,584,259949.6643004007,0.3600286734522514,1748865.5466087551
217,Professional,163,694,274531.28137930593,0.37391303774396945,2580698.38646383
218,Frequent Traveler,45,530,323683.46444316005,0.17530189592694106,2419019.761637425
219,Student,136,709,44477.86099430096,0.035031212934996066,92535.07134796337
220,Saver,175,642,144806.68564651522,0.4440165842925851,865592.3477712404
221,High Net Worth,36,811,867534.5803997732,0.555555818091865,5681647.044208042
222,Student,118,789,41960.96974610075,0.09562128611073728,73514.99444833878
223,Professional,82,714,354952.74099998374,0.4637530972009438,701380.5336956427
224,Professional,103,481,232570.2380176606,0.4651638886119423,465245.25996186153
225,Professional,138,733,270497.35620494833,0.2962160801645048,1872489.4700530448
226,Professional,1,669,367569.46889100334,0.3356420534040623,2573621.8484979486
227,Saver,143,511,143199.78467152338,0.586439127567995,1040102.5073519442
228,Professional,96,451,247008.00233997728,0.3765901397277899,1130994.1467400922
229,Saver,92,573,143263.25463300972,0.6728421498503474,381483.14175928367
230,Student,87,837,52399.581300241174,0.09116579904429689,314358.04265237943
231,Frequent Traveler,131,702,197288.69662426092,0.2731966038273391,348873.4049945642
232,SME Owner,115,530,461555.00658799405,0.38230630948855204,2790606.1929268837
233,Student,32,775,52721.36778049817,0.0552784545417056,292967.50565384404
234,SME Owner,148,457,282306.38928814174,0.2608948509534329,1335403.429990378
235,Professional,56,879,241121.34463238486,0.24470285293222707,1123204.3533558627
236,Frequent Traveler,78,589,304690.95153181185,0.2744418844576644,1839026.0701422228
237,Professional,99,576,311401.6462820256,0.265227356053641,620658.6087920829
238,Professional,104,852,241637.0179205931,0.4593499191737192,1214806.0314738308
239,Student,42,828,49630.05802727099,0.0988951550067612,225438.20755013372
240,Professional,73,670,248071.55880951637,0.20863472833419294,1021928.1143926276
241,Saver,60,673,146991.76357266936,0.6861343505128893,1379124.7200710892
242,Saver,175,605,156830.45446659985,0.6505753991622278,245174.42722654255
243,Saver,152,582,126869.08271864694,0.6501101190296065,556718.7003904483
244,Professional,41,620,321543.1537040187,0.3656816832274602,2092284.229635298
245,Professional,4,818,277490.4993383297,0.3592202702223185,2601809.309009028
246,Saver,76,461,108574.85904158314,0.576891760181068,249197.63993509987
247,SME Owner,179,774,294279.38170919666,0.27680582982652097,2193063.8568474865
248,Saver,1,738,197062.2331016989,0.46312182231906845,1767805.5698771372
249,Saver,14,886,145517.85940163658,0.3870120028124404,414247.1826739504
250,Saver,138,480,175509.596058518,0.5423013440103239,1267602.5664577931
251,Professional,97,602,214758.74541921314,0.4551693562482028,712873.4790914906
252,Professional,164,840,255060.89772225084,0.2112878276317522,704631.3239918072
253,Saver,42,858,154158.94325031998,0.6130308394588686,1460303.427880476
254,Professional,122,606,265514.74384895613,0.4751769806342402,626141.158057348
255,Professional,48,652,301442.49332197866,0.30766351249592266,2581649.180439371
256,Student,18,726,34412.25433446752,0.08086718746700443,61429.90716342009
257,Saver,89,505,147974.4792550978,0.6072598068962778,1072843.194319748
258,High Net Worth,76,472,1188481.2166202194,0.5556985429080664,9958078.747663567
259,Student,60,711,38356.931724090675,0.02129049505720828,254916.50889245022
260,Professional,156,679,306078.39730222843,0.44779160722770683,2799699.3570983843
261,Student,9,664,49770.96317044088,0.09606574432449093,373068.7165930975
262,Saver,152,523,134410.13488263357,0.3004075264976576,350311.449980595
263,Professional,148,573,168356.56644031187,0.259160739646396,644908.0345028822
264,SME Owner,27,868,599252.365844771,0.31304645181320656,4158529.4195182067
265,Saver,101,838,180606.0654593797,0.4575995558717183,1031198.3933473758
266,Frequent Traveler,168,701,290160.0399712958,0.10850464407255145,2068024.3385302497
267,High Net Worth,83,767,1281243.3048759636,0.4488135419125259,9367752.702672247
268,Frequent Traveler,54,531,289556.2568348268,0.2648956320567031,2095368.6722523866
269,Professional,86,790,291132.32078374317,0.47571684676268816,1139359.485284217
270,Professional,82,784,260440.45568903047,0.4896889848746968,734550.6221792066
271,Saver,143,653,93921.04849390022,0.6396413797352246,457524.4501642043
272,Saver,97,489,126659.83592025939,0.5661777175339959,774543.9395644149
273,Saver,103,702,173830.43213970828,0.40288052939399155,1121152.3713117633
274,Saver,179,575,141604.56116544793,0.6639951314510253,798481.6219674322
275,SME Owner,40,648,361952.37759292114,0.2073360358997599,559812.0205848466
276,SME Owner,171,574,530814.8534353061,0.36482089035588616,4230411.599488158
277,Frequent Traveler,64,584,460487.0660650415,0.22900125176413494,2181869.7840126427
278,Student,135,851,49125.829512102966,0.025947284158748432,111881.66592342162
279,Frequent Traveler,2,753,366710.0509331606,0.16519983088298812,600512.0293413382
280,Frequent Traveler,30,661,406424.2360738599,0.17225075281768348,3126271.1277621565
281,Saver,52,547,164575.7234656401,0.3748442830412621,1482632.9329968125
282,Professional,101,680,177359.5302827375,0.30828007460975076,1512784.701388428
283,Professional,103,678,216038.53729759215,0.3086128808306725,535187.0802878315
284,Professional,33,655,270538.2599077902,0.3720854196738581,2272079.7436903147
285,Student,9,784,54806.125957066964,0.05280553149090856,310415.2597237649
286,Professional,11,529,191045.0221239236,0.2782044385907012,1699433.9585254262
287,SME Owner,124,728,487431.88173539744,0.31984136610879416,3544916.7615815015
288,SME Owner,76,803,473284.7146933874,0.3502103075579015,1306598.726177657
289,Professional,138,724,308382.98691406916,0.3331865247283685,799884.8459730891
290,Student,54,587,61416.326233198124,0.062151634296689594,112448.0056892583
291,Professional,75,627,261044.48361626943,0.40638590082050263,1793723.553457193
292,Professional,97,739,349613.89966651757,0.46499975751660005,907941.9043382913
293,Saver,148,553,100868.80472494145,0.6108010559622394,904397.7062729704
294,Professional,5,679,149445.09125237088,0.2947652932110704,1228825.728934144
295,Professional,24,884,240338.39069979495,0.3541533195088956,1621842.4973288437
296,SME Owner,160,777,330453.8687669735,0.18367080317418572,3076331.324137504
297,Frequent Traveler,31,756,380040.61163235316,0.1599502980028509,3759076.681199345
298,Professional,106,898,349339.2636343235,0.251402918319919,1902390.719378905
299,Student,44,750,35653.41013513483,0.020978044266535587,205442.2472687087
300,Professional,147,562,198489.30770358886,0.48858760134535256,643526.3154426401
301,Professional,24,619,294732.72889251425,0.337983129505973,2785231.2086415053
302,SME Owner,118,573,356276.98808043054,0.2745855884685894,2264823.420348638
303,SME Owner,12,787,530943.41722566,0.38177437874986,3005794.5330120935
304,Student,178,764,70743.53934862278,0.06241552081811971,296297.7074457646
305,Frequent Traveler,85,568,388480.87914300925,0.23460062670132692,1717998.0148279595
306,Saver,115,498,154447.3979235857,0.4007225594997301,1176970.0009474165
307,SME Owner,25,856,409200.9294690875,0.31823106191367834,951499.7085695972
308,Professional,179,849,312348.1173502775,0.20786265350264538,2888855.3268105392
309,Frequent Traveler,117,752,467060.99034226924,0.23528259221340908,754008.3734291577
310,Professional,142,619,189598.6898196122,0.3612727287800856,376815.5224327472
311,SME Owner,72,858,323180.0774505603,0.3593849137853826,2675729.878095762
312,Professional,29,518,262444.8478014047,0.3871077880978858,615966.6970872333
313,Professional,25,524,263339.29595365876,0.40762518457196434,430695.55724287167
314,Saver,87,748,158324.46285404393,0.41460199284789107,659189.2566984564
315,Saver,100,815,128767.94418748419,0.4365070616699338,383390.03696318076
316,High Net Worth,140,583,1124822.9645183557,0.6668186241312404,4956547.244537909
317,SME Owner,178,591,388243.92457281647,0.2685345002824917,2512831.0191042307
318,Professional,140,475,294408.17876876384,0.2676167811802165,1317700.9866407271
319,Professional,82,668,188854.92815549683,0.46618138248060925,1467630.6744112635
320,Professional,100,696,304177.1066396576,0.20056871856128633,2219599.947289854
321,SME Owner,176,591,527605.1079279273,0.18815681070175283,3138626.4991458897
322,Frequent Traveler,178,829,344185.43162887974,0.1970081344411619,2161435.6793710277
323,High Net Worth,19,761,1129219.591161661,0.4241950025106989,3490346.15214087
324,Professional,112,812,275531.7071956645,0.2639565926929377,689843.8190448363
325,Saver,53,606,166316.70587601388,0.33834194892990155,1310178.5161384135
326,Frequent Traveler,35,659,344241.79221835657,0.25271692059058637,2410053.065541059
327,Student,113,655,36774.17559202314,0.03638607007694218,208281.75264488632
328,Student,155,577,68515.03215139742,0.04373610903797865,265443.2038778746
329,SME Owner,67,634,501017.178754698,0.39579155720913395,950309.5149612708
330,Professional,51,695,239625.0594673977,0.48700044324760045,1081090.0291260686
331,Professional,105,776,216012.30192345302,0.3378434353058213,1861411.5874075175
332,Frequent Traveler,147,797,280408.304073654,0.202491024007268,1447045.3895975964
333,Professional,43,710,283202.4083960853,0.4174755029140259,1503256.118915311
334,Professional,35,498,239876.09061611607,0.4082986080896519,1728807.7603036633
335,Professional,15,553,327119.3710771696,0.3294474220017154,625528.674460497
336,Professional,144,510,352430.4260136538,0.3318058802131483,3248591.1382281985
337,Saver,99,626,153902.92185683048,0.465954698508668,492634.2405065739
338,Frequent Traveler,69,754,395478.2471943787,0.19794054127085897,1018613.1712932799
339,SME Owner,85,547,379551.71191316063,0.3992612879762598,1972513.6168526348
340,Professional,169,518,278424.73725825874,0.31631029755275114,2030169.022412426
341,SME Owner,30,565,291283.42788416316,0.18754548976977092,507303.51854863664
342,SME Owner,147,517,372005.46458167466,0.2215352420474065,3066951.161966301
343,Professional,88,594,194793.46405583335,0.3330464958323105,1724699.8306767168
344,SME Owner,46,578,418297.4223251486,0.3794102420462895,864809.0407048456
345,Professional,60,510,211869.16187242238,0.25893262832635866,1400896.3984542738
346,Student,79,715,50133.548640042674,0.08213176546458444,212475.26552645644
347,Student,24,867,58277.599283293275,0.037083600587115954,341930.3230112613
348,Professional,164,574,226958.6307976377,0.36771792977283213,719529.4230406603
349,Professional,177,638,339120.81072140613,0.42264203683165713,2986037.1245336346
350,Student,14,883,59984.704959446826,0.09962939402076113,414918.7948372867
351,SME Owner,39,482,339890.95751188346,0.1826110717151397,570291.2219330445
352,Saver,8,875,168823.4151296997,0.5396500006563488,1145187.0281894251
353,High Net Worth,176,540,993072.2953386256,0.47244762432242005,8701354.523791663
354,Professional,80,665,184252.38108864072,0.36642269071142064,497230.1430891899
355,Professional,81,633,149079.38660795792,0.44017374966179357,322663.3310403711
356,Student,41,566,41564.541577167154,0.03388637492610127,298788.5463016976
357,Professional,35,812,183201.8820377729,0.4343853540448705,497160.91114702594
358,Student,54,541,47889.058464057176,0.04764399454474273,462722.1038376429
359,Saver,165,660,116347.86329555804,0.6749077986313275,904397.7222725498
360,Student,18,631,53442.27304729882,0.09902191358598873,99103.18014740123
361,Professional,21,643,304750.4260307051,0.2435576550971733,2721623.2043768996
362,Student,42,892,46501.231322094885,0.0780465731520953,304912.99202484946
363,SME Owner,65,834,420140.211044829,0.27156256817193525,892177.8300777593
364,SME Owner,136,622,531111.140644231,0.33502173392642554,2174856.1528959954
365,Saver,114,730,128765.7800625799,0.5964477243602715,721582.523716192
366,Professional,101,708,222339.66399947798,0.34732837517968274,453239.3993846993
367,Saver,167,538,140404.19933205823,0.47775765480957944,1378397.2033825766
368,Saver,61,528,160882.98499447768,0.5602750481088429,1435607.2666304188
369,Professional,10,565,291315.6304309089,0.33398125517014,536724.0914362234
370,Professional,7,506,224964.29331584706,0.2327761502894699,1027803.8246003098
371,Professional,35,517,276346.67955036357,0.40531572799137894,595088.9586545556
372,Professional,91,579,178063.93124878246,0.40947797456931534,1372006.6089875828
373,Professional,42,455,274481.7319466894,0.22902102359164392,1587467.3524661977
374,High Net Worth,88,570,775648.0880040702,0.7820598926911704,3081171.525484984
375,Professional,29,676,287588.31196052866,0.26510273942910634,1549176.7098118858
376,Professional,155,739,300361.3806459492,0.24244431492243293,486985.8517398222
377,Saver,38,790,137500.2705262853,0.6340764972542388,1126958.3558679675
378,Professional,2,574,222613.7592348197,0.3980429150247241,1507435.110357544
379,Saver,25,824,173311.16953167634,0.4923394057958506,625355.8333893832
380,Professional,38,508,272663.40844490484,0.21764712862492383,2482930.9061838477
381,Professional,59,471,312032.3121317511,0.48295252763448254,1145228.8393303258
382,High Net Worth,106,885,1203339.953316939,0.7299143431419178,8784607.99018676
383,Student,7,810,40054.22294552675,0.01499290840098855,126991.12854503003
384,Saver,177,670,153404.90927822224,0.6610834801784351,1139659.9514780466
385,Frequent Traveler,108,690,503631.61310424935,0.24324298692821733,2376120.691651312
386,Saver,41,463,138081.66596442723,0.5221444637715008,1130832.6142813137
